id,transactionID,transactionDate,transactionType,value
100695075,385333216,2018-03-21T00:00:00.000+0000,earn_credit_card,71
100695075,388075439,2018-03-29T00:00:00.000+0000,earn_package,32
100695075,388075440,2018-03-29T00:00:00.000+0000,earn_package,105
100695075,509328640,2018-12-21T00:00:00.000+0000,earn_credit_card,189
101152876,2911471,2011-08-02T00:00:00.000+0000,earn_package,425
101152876,2932200,2011-08-02T00:00:00.000+0000,earn_package,425
101152876,2932201,2011-08-02T00:00:00.000+0000,earn_package,118
101152876,7687398,2011-11-13T00:00:00.000+0000,earn_lodging,160
101152876,7968941,2011-11-20T00:00:00.000+0000,earn_lodging,133
101152876,31773440,2013-03-27T00:00:00.000+0000,earn_package,731
101152876,31781577,2013-03-27T00:00:00.000+0000,earn_package,731
101152876,31795361,2013-03-27T00:00:00.000+0000,earn_package,118
101152876,31795362,2013-03-27T00:00:00.000+0000,earn_package,1758
101152876,31798256,2013-03-27T00:00:00.000+0000,earn_package,733
101152876,31798257,2013-03-27T00:00:00.000+0000,earn_package,731
101152876,31798258,2013-03-27T00:00:00.000+0000,earn_package,731
101152876,31798259,2013-03-27T00:00:00.000+0000,earn_package,48
101152876,31817763,2013-03-27T00:00:00.000+0000,earn_package,211
101152876,39790967,2013-08-09T00:00:00.000+0000,earn_package,122
101152876,39790968,2013-08-09T00:00:00.000+0000,earn_package,121
101152876,53066208,2014-03-17T00:00:00.000+0000,earn_package,83
101152876,53161129,2014-03-19T00:00:00.000+0000,earn_package,407
101152876,53174087,2014-03-19T00:00:00.000+0000,earn_package,361
101152876,53178161,2014-03-19T00:00:00.000+0000,earn_package,393
101152876,53178162,2014-03-19T00:00:00.000+0000,earn_package,393
101152876,53178163,2014-03-19T00:00:00.000+0000,earn_package,1016
101152876,53182787,2014-03-19T00:00:00.000+0000,earn_package,1016
101152876,53194780,2014-03-19T00:00:00.000+0000,earn_package,406
101152876,53195274,2014-03-19T00:00:00.000+0000,earn_package,98
101152876,53195527,2014-03-19T00:00:00.000+0000,earn_package,98
101152876,53205240,2014-03-19T00:00:00.000+0000,earn_package,406
101152876,74973386,2014-10-28T00:00:00.000+0000,earn_package,250
101152876,75108771,2014-10-29T00:00:00.000+0000,earn_package,251
101152876,193414449,2016-08-01T00:00:00.000+0000,earn_lodging,186
101152876,227754863,2016-11-29T00:00:00.000+0000,earn_lodging,267
101152876,227754867,2016-11-29T00:00:00.000+0000,earn_lodging,277
101152876,227754872,2016-11-29T00:00:00.000+0000,earn_lodging,267
101152876,227754877,2016-11-29T00:00:00.000+0000,earn_lodging,445
101152876,227754882,2016-11-29T00:00:00.000+0000,earn_lodging,441
101152876,312472376,2017-08-28T00:00:00.000+0000,earn_lodging,30
101152876,312472377,2017-08-28T00:00:00.000+0000,earn_lodging,298
101152876,312472378,2017-08-28T00:00:00.000+0000,earn_lodging,449
101152876,312472380,2017-08-28T00:00:00.000+0000,earn_lodging,45
101152876,332878699,2017-10-21T00:00:00.000+0000,earn_lodging,32
101152876,332878700,2017-10-21T00:00:00.000+0000,earn_lodging,318
101152876,349098013,2017-12-06T00:00:00.000+0000,earn_package,232
101152876,349098014,2017-12-06T00:00:00.000+0000,earn_package,46
101152876,349098016,2017-12-06T00:00:00.000+0000,earn_package,204
